circ_key,circ_qasm,N,dt,initial_guess,fidelity,latency,compile_time,circ_key_hash
"[[1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 0. 1.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate swap_cu1 q0,q1,q2 { swap q0,q1; cu1(pi/2) q0,q2; }
gate swap_cu1_swap q0,q1,q2,q3 { swap_cu1 q0,q1,q2; swap q2,q3; }
gate swap_swap_cu1_swap q0,q1,q2,q3,q4 { swap q0,q1; swap_cu1_swap q2,q3,q1,q4; }
qreg q[5];
swap_swap_cu1_swap q[0],q[1],q[2],q[3],q[4];
",5,0.5,[],0.000987887,33.5,1838.037263,306153731b81c7ded9f42d24c0e4858555414be3dc22ca7aef2ad44e2ef2d366
"[[1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.05 0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.05 0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.1  0.   0.
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.1
  0.   0.   0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.99
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.15 0.   0.  ]
 [0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.99 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.15]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate swap_cu1 q0,q1,q2 { swap q0,q1; cu1(pi/64) q1,q2; }
gate swap_cu1_swap q0,q1,q2 { swap_cu1 q0,q1,q2; swap q2,q1; }
gate swap_cu1_swap_cu1 q0,q1,q2,q3 { swap_cu1_swap q0,q1,q2; cu1(pi/32) q2,q3; }
qreg q[4];
swap_cu1_swap_cu1 q[0],q[1],q[2],q[3];
",4,0.5,[],0.000995159,28.5,531.9415643,b400b1cf790d27ba16ebed17e26ea9b339e9edb49147a30494141ca6a531f66b
"[[1.   0.   0.   ... 0.   0.   0.  ]
 [0.   0.   0.   ... 0.   0.   0.  ]
 [0.   0.   0.   ... 0.   0.   0.  ]
 ...
 [0.   0.   0.   ... 0.   0.   0.  ]
 [0.   0.   0.   ... 0.   0.   0.  ]
 [0.   0.   0.   ... 0.   0.   0.92]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cu1_swap q0,q1,q2 { cu1(pi/8) q0,q1; swap q0,q2; }
gate cu1_swap_swap q0,q1,q2,q3 { cu1_swap q0,q1,q2; swap q1,q3; }
gate cu1_swap_swap_cu1 q0,q1,q2,q3,q4 { cu1_swap_swap q0,q1,q2,q3; cu1(pi/4) q2,q4; }
qreg q[5];
cu1_swap_swap_cu1 q[0],q[1],q[2],q[3],q[4];
",5,0.5,[],0.000806689,71,1229.878897,0c8bfc05d336134b2c9ea8e4adc00751336b01e6551276ddcd436099309996b9
"[[ 0.71  0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.71 -0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.71  0.71  0.    0.    0.    0.  ]
 [ 0.    0.    0.    0.    0.    0.    0.71 -0.71]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate h_cu1 q0,q1 { h q0; cu1(pi/2) q1,q0; }
qreg q[2];
h_cu1 q[0],q[1];
",2,0.5,[],0.000998259,12,50.47909999,3a681f5ac70819c834978a99ebe742014cc6a8c86e41cabda694808c38b30038
"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   1.   0.   0.   0.   0.   0.  ]
 [0.   1.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   0.   1.   0.   0.   0.   0.05]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cu1_swap q0,q1 { cu1(pi/64) q0,q1; swap q1,q0; }
qreg q[2];
cu1_swap q[0],q[1];
",2,0.5,[],0.000993848,18.5,64.94555807,0d1b70d8d5d2452538b47f40448ceaf2f99971668bbc2ea2a38e47346f7a714d
"[[1.   0.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   1.   0.   0.   0.   0.   0.  ]
 [0.   1.   0.   0.   0.   0.   0.   0.  ]
 [0.   0.   0.   0.98 0.   0.   0.   0.2 ]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cu1_swap q0,q1 { cu1(pi/16) q0,q1; swap q1,q0; }
qreg q[2];
cu1_swap q[0],q[1];
",2,0.5,[],0.00099951,18.5,68.73854256,4f7a998b9e867c5d8569de1bab123ed34956e7becb5110807c74a5667cc30763
"[[ 0. -1.  0.  0.]
 [ 1.  0.  0.  0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[1];
u3(pi,0,0) q[0];
",1,0.5,[],0.000885963,8,17.33789849,65d38e48cc1eda6542f04ced3c58f3fb26f3f6b41a3a7bf5ce818fa27a8cca0f
"[[1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate u3_cx q0,q1 { u3(0,0,0) q0; cx q1,q0; }
qreg q[2];
u3_cx q[0],q[1];
",2,0.5,[],0.000986338,11.5,37.35572648,9fcb634287f365d8cddfe642b16feca0a08845819810fd510e11f55ab4838225
"[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cx_swap q0,q1,q2 { cx q0,q1; swap q0,q2; }
qreg q[3];
cx_swap q[0],q[1],q[2];
",3,0.5,[],0.000990987,22.5,139.9363835,b024920d29b5609d8268cbb4ae06863b4c0ce79cc4d1f396abd690582cf42329
"[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate u3_swap q0,q1 { u3(0,0,0) q0; swap q0,q1; }
gate u3_swap_cx q0,q1,q2 { u3_swap q0,q1; cx q1,q2; }
qreg q[3];
u3_swap_cx q[0],q[1],q[2];
",3,0.5,[],0.000990152,21,264.6354427,7a628465447c6a12e9c21d71f9ba9964ef07518b16fc42c6cf548534ef1824f7
"[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cx_swap q0,q1,q2 { cx q0,q1; swap q0,q2; }
gate cx_cx_swap q0,q1,q2,q3 { cx q0,q1; cx_swap q1,q2,q3; }
qreg q[4];
cx_cx_swap q[0],q[1],q[2],q[3];
",4,0.5,[],0.000997186,26,462.3187625,b9c1e6ace1c0f3a2965cee3e626902cea6a428948b2f22290aed1e09441133f7
"[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate swap_u3 q0,q1 { swap q0,q1; u3(0,0,0) q1; }
gate swap_u3_cx q0,q1,q2 { swap_u3 q0,q1; cx q2,q0; }
gate swap_u3_cx_cx q0,q1,q2 { swap_u3_cx q0,q1,q2; cx q0,q1; }
qreg q[3];
swap_u3_cx_cx q[0],q[1],q[2];
",3,0.5,[],0.000983536,21,107.1176968,757f5a68b470081ea95905bcc3007d313208f5d743697e8495c779673051dacd
"[[ 0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate u3_cx q0,q1 { u3(0,0,0) q0; cx q1,q0; }
gate u3_u3_cx q0,q1 { u3(0,0,0) q0; u3_cx q0,q1; }
gate cx_u3_u3_cx q0,q1,q2 { cx q0,q1; u3_u3_cx q2,q1; }
gate cx_u3_u3_cx_u3 q0,q1,q2 { cx_u3_u3_cx q0,q1,q2; u3(pi,0,0) q0; }
qreg q[3];
cx_u3_u3_cx_u3 q[0],q[1],q[2];
",3,0.5,[],0.000989676,17,178.1562281,8f40d845f1ee912a45f5c50effaca75b07c50229134b99684dce526624a6299b
"[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate swap_u3 q0,q1 { swap q0,q1; u3(0,0,0) q1; }
gate swap_u3_cx q0,q1,q2 { swap_u3 q0,q1; cx q2,q0; }
gate swap_u3_cx_cx q0,q1,q2 { swap_u3_cx q0,q1,q2; cx q0,q1; }
gate u3_swap_u3_cx_cx q0,q1,q2 { u3(0,0,0) q0; swap_u3_cx_cx q1,q0,q2; }
qreg q[3];
u3_swap_u3_cx_cx q[0],q[1],q[2];
",3,0.5,[],0.000998855,18.5,166.8579841,828ca5ce854be19aa1d92c73099e7ea2cb41909c4e66b93febe1de17a994dc0e
"[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cx_swap q0,q1,q2 { cx q0,q1; swap q0,q2; }
gate cx_cx_swap q0,q1,q2,q3 { cx q0,q1; cx_swap q1,q2,q3; }
gate swap_u3_cx_cx_swap q0,q1,q2,q3 { swap q0,q1; u3(0,0,0) q1; cx_cx_swap q2,q0,q3,q1; }
qreg q[4];
swap_u3_cx_cx_swap q[0],q[1],q[2],q[3];
",4,0.5,[],0.00099951,16.5,394.7753649,e31f5153e536ba3f145cf452faa9ca3e442d67bdade479c0eda56899d7620785
"[[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate swap_cz q0,q1,q2 { swap q0,q1; cz q0,q2; }
qreg q[3];
swap_cz q[0],q[1],q[2];
",3,0.5,[],0.000999451,24,119.203265,f9c869bf567a8d2ceee076caa9a4b569185943f1101e2bb60e3ff29149c71ca3
"[[ 1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate cz_swap q0,q1 { cz q0,q1; swap q0,q1; }
qreg q[2];
cz_swap q[0],q[1];
",2,0.5,[],0.000703633,15.5,41.03063703,f39b12c82c5c7b40dfe83e712fdca092c86cd267200ac5ef6e5acb8b26bc6484
"[[ 0.71 -0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.71 -0.71  0.    0.    0.    0.  ]
 [ 0.5   0.5   0.    0.    0.5   0.5   0.    0.  ]
 [ 0.    0.    0.5   0.5   0.    0.    0.5   0.5 ]]","OPENQASM 2.0;
include ""qelib1.inc"";
gate ry_t q0 { ry(pi/2) q0; t q0; }
gate ry_t_swap q0,q1 { ry_t q0; swap q1,q0; }
qreg q[2];
ry_t_swap q[0],q[1];
",2,0.5,[],0.000988126,18.5,66.23172212,99e3d32236108b165cda051d183c2ae6c763fd882cdd9b7cb66be739bc3041ac
